,data_set,np_seed,tf_seed,serialized_model,trial_idx,rectifier,kernel_init,kernel_size,strides,train_batch_size,epochs,q_train_size,retrain_tries,bits,analog_test_acc,sd_test_acc,msq_test_acc
2020-06-10 10:37:51.910172,mnist,0,0,Sequential2020-06-10 10:37:51.910172,2,relu,GlorotUniform,7,2,128,10,10000,2,2.321928094887362,0.9883999824523926,0.932200014591217,0.9391000270843506
2020-06-10 10:48:49.718041,mnist,0,0,Sequential2020-06-10 10:48:49.718041,2,relu,GlorotUniform,7,2,128,10,10000,2,2.584962500721156,0.9902999997138977,0.9674999713897705,0.9731000065803528
2020-06-10 10:59:53.045963,mnist,0,0,Sequential2020-06-10 10:59:53.045963,2,relu,GlorotUniform,7,2,128,10,10000,2,2.807354922057604,0.9908000230789185,0.9634000062942505,0.9732000231742859
2020-06-10 11:16:50.414054,mnist,0,0,Sequential2020-06-10 11:16:50.414054,2,relu,GlorotUniform,7,2,128,10,10000,3,1.584962500721156,0.9905999898910522,0.9534000158309937,0.9593999981880188
2020-06-10 11:33:43.265895,mnist,0,0,Sequential2020-06-10 11:33:43.265895,2,relu,GlorotUniform,7,2,128,10,10000,3,2.0,0.9902999997138977,0.9376999735832214,0.9775999784469604
2020-06-10 11:50:00.644258,mnist,0,0,Sequential2020-06-10 11:50:00.644258,2,relu,GlorotUniform,7,2,128,10,10000,3,2.321928094887362,0.9909999966621399,0.9581999778747559,0.9757999777793884
2020-06-10 12:06:39.590679,mnist,0,0,Sequential2020-06-10 12:06:39.590679,2,relu,GlorotUniform,7,2,128,10,10000,3,2.584962500721156,0.9908999800682068,0.9567000269889832,0.9707000255584717
2020-06-10 12:23:27.073392,mnist,0,0,Sequential2020-06-10 12:23:27.073392,2,relu,GlorotUniform,7,2,128,10,10000,3,2.807354922057604,0.987500011920929,0.9114999771118164,0.8881000280380249
2020-06-10 12:26:25.804188,mnist,0,0,Sequential2020-06-10 12:26:25.804188,3,relu,GlorotUniform,3,2,128,10,10000,1,1.584962500721156,0.9832000136375427,0.7426000237464905,0.8432999849319458
2020-06-10 12:29:23.174638,mnist,0,0,Sequential2020-06-10 12:29:23.174638,3,relu,GlorotUniform,3,2,128,10,10000,1,2.0,0.9839000105857849,0.8058000206947327,0.8582000136375427
2020-06-10 12:32:20.898092,mnist,0,0,Sequential2020-06-10 12:32:20.898092,3,relu,GlorotUniform,3,2,128,10,10000,1,2.321928094887362,0.9825999736785889,0.7441999912261963,0.5108000040054321
2020-06-10 12:35:18.290551,mnist,0,0,Sequential2020-06-10 12:35:18.290551,3,relu,GlorotUniform,3,2,128,10,10000,1,2.584962500721156,0.9851999878883362,0.758899986743927,0.8345000147819519
2020-06-10 12:38:14.491309,mnist,0,0,Sequential2020-06-10 12:38:14.491309,3,relu,GlorotUniform,3,2,128,10,10000,1,2.807354922057604,0.9850000143051147,0.7581999897956848,0.8737000226974487
2020-06-10 12:44:02.522460,mnist,0,0,Sequential2020-06-10 12:44:02.522460,3,relu,GlorotUniform,3,2,128,10,10000,2,1.584962500721156,0.9865000247955322,0.8313999772071838,0.9485999941825867
2020-06-10 12:49:50.896305,mnist,0,0,Sequential2020-06-10 12:49:50.896305,3,relu,GlorotUniform,3,2,128,10,10000,2,2.0,0.9869999885559082,0.8377000093460083,0.8823000192642212
2020-06-10 12:55:38.205898,mnist,0,0,Sequential2020-06-10 12:55:38.205898,3,relu,GlorotUniform,3,2,128,10,10000,2,2.321928094887362,0.9868999719619751,0.8349999785423279,0.9401000142097473
2020-06-10 13:01:27.322957,mnist,0,0,Sequential2020-06-10 13:01:27.322957,3,relu,GlorotUniform,3,2,128,10,10000,2,2.584962500721156,0.9876999855041504,0.8219000101089478,0.9126999974250793
2020-06-10 13:07:14.758953,mnist,0,0,Sequential2020-06-10 13:07:14.758953,3,relu,GlorotUniform,3,2,128,10,10000,2,2.807354922057604,0.9858999848365784,0.782800018787384,0.9707000255584717
2020-06-10 13:15:55.170356,mnist,0,0,Sequential2020-06-10 13:15:55.170356,3,relu,GlorotUniform,3,2,128,10,10000,3,1.584962500721156,0.9879999756813049,0.8364999890327454,0.9233999848365784
2020-06-10 13:24:45.589777,mnist,0,0,Sequential2020-06-10 13:24:45.589777,3,relu,GlorotUniform,3,2,128,10,10000,3,2.0,0.9865999817848206,0.7720000147819519,0.9545999765396118
2020-06-10 13:33:33.888098,mnist,0,0,Sequential2020-06-10 13:33:33.888098,3,relu,GlorotUniform,3,2,128,10,10000,3,2.321928094887362,0.9883000254631042,0.8062999844551086,0.9233999848365784
2020-06-10 13:42:15.393732,mnist,0,0,Sequential2020-06-10 13:42:15.393732,3,relu,GlorotUniform,3,2,128,10,10000,3,2.584962500721156,0.9857000112533569,0.8198000192642212,0.9573000073432922
2020-06-10 13:51:11.182368,mnist,0,0,Sequential2020-06-10 13:51:11.182368,3,relu,GlorotUniform,3,2,128,10,10000,3,2.807354922057604,0.9889000058174133,0.8762999773025513,0.9617999792098999
2020-06-10 13:55:49.724477,mnist,0,0,Sequential2020-06-10 13:55:49.724477,3,relu,GlorotUniform,5,2,128,10,10000,1,1.584962500721156,0.9876000285148621,0.9241999983787537,0.7659000158309937
2020-06-10 14:00:30.346037,mnist,0,0,Sequential2020-06-10 14:00:30.346037,3,relu,GlorotUniform,5,2,128,10,10000,1,2.0,0.9872000217437744,0.8278999924659729,0.6635000109672546
2020-06-10 14:05:13.138141,mnist,0,0,Sequential2020-06-10 14:05:13.138141,3,relu,GlorotUniform,5,2,128,10,10000,1,2.321928094887362,0.9868000149726868,0.873199999332428,0.8500999808311462
2020-06-10 14:09:43.560454,mnist,0,0,Sequential2020-06-10 14:09:43.560454,3,relu,GlorotUniform,5,2,128,10,10000,1,2.584962500721156,0.9889000058174133,0.9142000079154968,0.9241999983787537
2020-06-10 14:14:11.565867,mnist,0,0,Sequential2020-06-10 14:14:11.565867,3,relu,GlorotUniform,5,2,128,10,10000,1,2.807354922057604,0.9872999787330627,0.8809000253677368,0.6779999732971191
2020-06-10 14:23:05.653317,mnist,0,0,Sequential2020-06-10 14:23:05.653317,3,relu,GlorotUniform,5,2,128,10,10000,2,1.584962500721156,0.9898999929428101,0.9416999816894531,0.9677000045776367
2020-06-10 14:32:04.042281,mnist,0,0,Sequential2020-06-10 14:32:04.042281,3,relu,GlorotUniform,5,2,128,10,10000,2,2.0,0.9890999794006348,0.9509999752044678,0.9714000225067139
2020-06-10 14:40:48.646380,mnist,0,0,Sequential2020-06-10 14:40:48.646380,3,relu,GlorotUniform,5,2,128,10,10000,2,2.321928094887362,0.9901999831199646,0.9366000294685364,0.9484999775886536
2020-06-10 14:49:27.923536,mnist,0,0,Sequential2020-06-10 14:49:27.923536,3,relu,GlorotUniform,5,2,128,10,10000,2,2.584962500721156,0.989799976348877,0.9330999851226807,0.9742000102996826
2020-06-10 14:58:23.445875,mnist,0,0,Sequential2020-06-10 14:58:23.445875,3,relu,GlorotUniform,5,2,128,10,10000,2,2.807354922057604,0.9898999929428101,0.9296000003814697,0.9380999803543091
2020-06-10 15:11:20.813386,mnist,0,0,Sequential2020-06-10 15:11:20.813386,3,relu,GlorotUniform,5,2,128,10,10000,3,1.584962500721156,0.9905999898910522,0.892300009727478,0.9366000294685364
2020-06-10 15:24:07.090741,mnist,0,0,Sequential2020-06-10 15:24:07.090741,3,relu,GlorotUniform,5,2,128,10,10000,3,2.0,0.989300012588501,0.92330002784729,0.9714000225067139
2020-06-10 15:36:48.904164,mnist,0,0,Sequential2020-06-10 15:36:48.904164,3,relu,GlorotUniform,5,2,128,10,10000,3,2.321928094887362,0.9904999732971191,0.9412000179290771,0.9617999792098999
2020-06-10 15:49:34.743032,mnist,0,0,Sequential2020-06-10 15:49:34.743032,3,relu,GlorotUniform,5,2,128,10,10000,3,2.584962500721156,0.9901000261306763,0.8891000151634216,0.9652000069618225
2020-06-10 16:02:22.417333,mnist,0,0,Sequential2020-06-10 16:02:22.417333,3,relu,GlorotUniform,5,2,128,10,10000,3,2.807354922057604,0.9922999739646912,0.9251000285148621,0.9549999833106995
2020-06-10 16:07:49.656639,mnist,0,0,Sequential2020-06-10 16:07:49.656639,3,relu,GlorotUniform,7,2,128,10,10000,1,1.584962500721156,0.9851999878883362,0.8263000249862671,0.7717000246047974
2020-06-10 16:13:18.380699,mnist,0,0,Sequential2020-06-10 16:13:18.380699,3,relu,GlorotUniform,7,2,128,10,10000,1,2.0,0.9887999892234802,0.9312000274658203,0.9132999777793884
2020-06-10 16:18:48.993433,mnist,0,0,Sequential2020-06-10 16:18:48.993433,3,relu,GlorotUniform,7,2,128,10,10000,1,2.321928094887362,0.9854000210762024,0.875,0.7365999817848206
2020-06-10 16:24:19.310837,mnist,0,0,Sequential2020-06-10 16:24:19.310837,3,relu,GlorotUniform,7,2,128,10,10000,1,2.584962500721156,0.9850000143051147,0.9020000100135803,0.8689000010490417
2020-06-10 16:29:54.984439,mnist,0,0,Sequential2020-06-10 16:29:54.984439,3,relu,GlorotUniform,7,2,128,10,10000,1,2.807354922057604,0.9819999933242798,0.8434000015258789,0.9107000231742859
2020-06-10 16:40:55.791277,mnist,0,0,Sequential2020-06-10 16:40:55.791277,3,relu,GlorotUniform,7,2,128,10,10000,2,1.584962500721156,0.9907000064849854,0.9609000086784363,0.9495999813079834
2020-06-10 16:52:01.423762,mnist,0,0,Sequential2020-06-10 16:52:01.423762,3,relu,GlorotUniform,7,2,128,10,10000,2,2.0,0.9902999997138977,0.9659000039100647,0.9714000225067139
2020-06-10 17:03:02.873422,mnist,0,0,Sequential2020-06-10 17:03:02.873422,3,relu,GlorotUniform,7,2,128,10,10000,2,2.321928094887362,0.9916999936103821,0.9523000121116638,0.9513000249862671
2020-06-10 17:14:04.549469,mnist,0,0,Sequential2020-06-10 17:14:04.549469,3,relu,GlorotUniform,7,2,128,10,10000,2,2.584962500721156,0.9868999719619751,0.9061999917030334,0.9763000011444092
2020-06-10 17:25:07.296336,mnist,0,0,Sequential2020-06-10 17:25:07.296336,3,relu,GlorotUniform,7,2,128,10,10000,2,2.807354922057604,0.9904000163078308,0.9663000106811523,0.9736999869346619
2020-06-10 17:41:36.619780,mnist,0,0,Sequential2020-06-10 17:41:36.619780,3,relu,GlorotUniform,7,2,128,10,10000,3,1.584962500721156,0.9886999726295471,0.95169997215271,0.9508000016212463
2020-06-10 17:58:05.191937,mnist,0,0,Sequential2020-06-10 17:58:05.191937,3,relu,GlorotUniform,7,2,128,10,10000,3,2.0,0.9902999997138977,0.9620000123977661,0.9789999723434448
2020-06-10 18:14:31.281811,mnist,0,0,Sequential2020-06-10 18:14:31.281811,3,relu,GlorotUniform,7,2,128,10,10000,3,2.321928094887362,0.9911999702453613,0.9488000273704529,0.9545000195503235
2020-06-10 18:31:02.118151,mnist,0,0,Sequential2020-06-10 18:31:02.118151,3,relu,GlorotUniform,7,2,128,10,10000,3,2.584962500721156,0.9927999973297119,0.9672999978065491,0.9318000078201294
2020-06-10 18:47:20.712747,mnist,0,0,Sequential2020-06-10 18:47:20.712747,3,relu,GlorotUniform,7,2,128,10,10000,3,2.807354922057604,0.9900000095367432,0.9593999981880188,0.9696999788284302
2020-06-10 18:50:14.898896,mnist,0,0,Sequential2020-06-10 18:50:14.898896,4,relu,GlorotUniform,3,2,128,10,10000,1,1.584962500721156,0.9861000180244446,0.6895999908447266,0.6359000205993652
2020-06-10 18:53:07.991049,mnist,0,0,Sequential2020-06-10 18:53:07.991049,4,relu,GlorotUniform,3,2,128,10,10000,1,2.0,0.9865000247955322,0.7784000039100647,0.211899995803833
2020-06-10 18:56:01.800484,mnist,0,0,Sequential2020-06-10 18:56:01.800484,4,relu,GlorotUniform,3,2,128,10,10000,1,2.321928094887362,0.9829000234603882,0.7980999946594238,0.8610000014305115
2020-06-10 18:58:55.768276,mnist,0,0,Sequential2020-06-10 18:58:55.768276,4,relu,GlorotUniform,3,2,128,10,10000,1,2.584962500721156,0.9830999970436096,0.7674999833106995,0.8691999912261963
2020-06-10 19:01:50.372213,mnist,0,0,Sequential2020-06-10 19:01:50.372213,4,relu,GlorotUniform,3,2,128,10,10000,1,2.807354922057604,0.9854999780654907,0.6861000061035156,0.8730000257492065
2020-06-10 19:07:36.435144,mnist,0,0,Sequential2020-06-10 19:07:36.435144,4,relu,GlorotUniform,3,2,128,10,10000,2,1.584962500721156,0.9879000186920166,0.8162000179290771,0.9133999943733215
2020-06-10 19:13:21.717335,mnist,0,0,Sequential2020-06-10 19:13:21.717335,4,relu,GlorotUniform,3,2,128,10,10000,2,2.0,0.9866999983787537,0.7861999869346619,0.9401000142097473
2020-06-10 19:19:06.078477,mnist,0,0,Sequential2020-06-10 19:19:06.078477,4,relu,GlorotUniform,3,2,128,10,10000,2,2.321928094887362,0.9876000285148621,0.8305000066757202,0.9577999711036682
2020-06-10 19:24:52.018867,mnist,0,0,Sequential2020-06-10 19:24:52.018867,4,relu,GlorotUniform,3,2,128,10,10000,2,2.584962500721156,0.9847999811172485,0.8490999937057495,0.9480000138282776
2020-06-10 19:30:36.454871,mnist,0,0,Sequential2020-06-10 19:30:36.454871,4,relu,GlorotUniform,3,2,128,10,10000,2,2.807354922057604,0.9850999712944031,0.6869000196456909,0.8827999830245972
2020-06-10 19:39:16.384928,mnist,0,0,Sequential2020-06-10 19:39:16.384928,4,relu,GlorotUniform,3,2,128,10,10000,3,1.584962500721156,0.9871000051498413,0.8136000037193298,0.9509000182151794
2020-06-10 19:47:50.467745,mnist,0,0,Sequential2020-06-10 19:47:50.467745,4,relu,GlorotUniform,3,2,128,10,10000,3,2.0,0.987500011920929,0.8044000267982483,0.9470000267028809
2020-06-10 19:56:29.604862,mnist,0,0,Sequential2020-06-10 19:56:29.604862,4,relu,GlorotUniform,3,2,128,10,10000,3,2.321928094887362,0.9879999756813049,0.8395000100135803,0.9646000266075134
2020-06-10 20:05:08.233277,mnist,0,0,Sequential2020-06-10 20:05:08.233277,4,relu,GlorotUniform,3,2,128,10,10000,3,2.584962500721156,0.9872999787330627,0.7350999712944031,0.9538000226020813
2020-06-10 20:13:49.252879,mnist,0,0,Sequential2020-06-10 20:13:49.252879,4,relu,GlorotUniform,3,2,128,10,10000,3,2.807354922057604,0.9873999953269958,0.7854999899864197,0.9545999765396118
2020-06-10 20:18:21.386386,mnist,0,0,Sequential2020-06-10 20:18:21.386386,4,relu,GlorotUniform,5,2,128,10,10000,1,1.584962500721156,0.9833999872207642,0.8235999941825867,0.5235000252723694
2020-06-10 20:22:41.465962,mnist,0,0,Sequential2020-06-10 20:22:41.465962,4,relu,GlorotUniform,5,2,128,10,10000,1,2.0,0.9840999841690063,0.8959000110626221,0.8352000117301941
2020-06-10 20:27:00.589478,mnist,0,0,Sequential2020-06-10 20:27:00.589478,4,relu,GlorotUniform,5,2,128,10,10000,1,2.321928094887362,0.9747999906539917,0.5069000124931335,0.3723999857902527
2020-06-10 20:31:21.833667,mnist,0,0,Sequential2020-06-10 20:31:21.833667,4,relu,GlorotUniform,5,2,128,10,10000,1,2.584962500721156,0.9866999983787537,0.847599983215332,0.7092999815940857
2020-06-10 20:35:37.285373,mnist,0,0,Sequential2020-06-10 20:35:37.285373,4,relu,GlorotUniform,5,2,128,10,10000,1,2.807354922057604,0.9842000007629395,0.7583000063896179,0.6327999830245972
2020-06-10 20:44:09.322653,mnist,0,0,Sequential2020-06-10 20:44:09.322653,4,relu,GlorotUniform,5,2,128,10,10000,2,1.584962500721156,0.9900000095367432,0.9258000254631042,0.9013000130653381
2020-06-10 20:52:40.985367,mnist,0,0,Sequential2020-06-10 20:52:40.985367,4,relu,GlorotUniform,5,2,128,10,10000,2,2.0,0.9894000291824341,0.9172999858856201,0.9657999873161316
2020-06-10 21:01:10.817256,mnist,0,0,Sequential2020-06-10 21:01:10.817256,4,relu,GlorotUniform,5,2,128,10,10000,2,2.321928094887362,0.9898999929428101,0.9023000001907349,0.9447000026702881
2020-06-10 21:09:41.879792,mnist,0,0,Sequential2020-06-10 21:09:41.879792,4,relu,GlorotUniform,5,2,128,10,10000,2,2.584962500721156,0.9771000146865845,0.7937999963760376,0.9611999988555908
2020-06-10 21:18:16.817986,mnist,0,0,Sequential2020-06-10 21:18:16.817986,4,relu,GlorotUniform,5,2,128,10,10000,2,2.807354922057604,0.986299991607666,0.8792999982833862,0.9573000073432922
2020-06-10 21:31:00.342318,mnist,0,0,Sequential2020-06-10 21:31:00.342318,4,relu,GlorotUniform,5,2,128,10,10000,3,1.584962500721156,0.9905999898910522,0.8903999924659729,0.9417999982833862
2020-06-10 21:43:41.475734,mnist,0,0,Sequential2020-06-10 21:43:41.475734,4,relu,GlorotUniform,5,2,128,10,10000,3,2.0,0.9900000095367432,0.8806999921798706,0.9629999995231628
2020-06-10 21:56:27.720399,mnist,0,0,Sequential2020-06-10 21:56:27.720399,4,relu,GlorotUniform,5,2,128,10,10000,3,2.321928094887362,0.9904000163078308,0.9398000240325928,0.9390000104904175
2020-06-10 22:09:13.759510,mnist,0,0,Sequential2020-06-10 22:09:13.759510,4,relu,GlorotUniform,5,2,128,10,10000,3,2.584962500721156,0.9912999868392944,0.9271000027656555,0.9574999809265137
2020-06-10 22:21:57.958804,mnist,0,0,Sequential2020-06-10 22:21:57.958804,4,relu,GlorotUniform,5,2,128,10,10000,3,2.807354922057604,0.9900000095367432,0.9147999882698059,0.9677000045776367
2020-06-10 22:27:32.930716,mnist,0,0,Sequential2020-06-10 22:27:32.930716,4,relu,GlorotUniform,7,2,128,10,10000,1,1.584962500721156,0.9789999723434448,0.758899986743927,0.7247999906539917
2020-06-10 22:33:02.945361,mnist,0,0,Sequential2020-06-10 22:33:02.945361,4,relu,GlorotUniform,7,2,128,10,10000,1,2.0,0.98580002784729,0.9089000225067139,0.5138999819755554
2020-06-10 22:38:27.856182,mnist,0,0,Sequential2020-06-10 22:38:27.856182,4,relu,GlorotUniform,7,2,128,10,10000,1,2.321928094887362,0.9812999963760376,0.7053999900817871,0.8331000208854675
2020-06-10 22:44:02.134335,mnist,0,0,Sequential2020-06-10 22:44:02.134335,4,relu,GlorotUniform,7,2,128,10,10000,1,2.584962500721156,0.9825000166893005,0.7994999885559082,0.8949999809265137
2020-06-10 22:49:31.686013,mnist,0,0,Sequential2020-06-10 22:49:31.686013,4,relu,GlorotUniform,7,2,128,10,10000,1,2.807354922057604,0.9854000210762024,0.8697999715805054,0.892799973487854
2020-06-10 23:00:34.430981,mnist,0,0,Sequential2020-06-10 23:00:34.430981,4,relu,GlorotUniform,7,2,128,10,10000,2,1.584962500721156,0.9904999732971191,0.9629999995231628,0.9517999887466431
2020-06-10 23:11:34.517133,mnist,0,0,Sequential2020-06-10 23:11:34.517133,4,relu,GlorotUniform,7,2,128,10,10000,2,2.0,0.9904000163078308,0.9567999839782715,0.9276999831199646
2020-06-10 23:22:38.942029,mnist,0,0,Sequential2020-06-10 23:22:38.942029,4,relu,GlorotUniform,7,2,128,10,10000,2,2.321928094887362,0.9861000180244446,0.9089999794960022,0.9754999876022339
2020-06-10 23:33:34.895064,mnist,0,0,Sequential2020-06-10 23:33:34.895064,4,relu,GlorotUniform,7,2,128,10,10000,2,2.584962500721156,0.9902999997138977,0.9681000113487244,0.9732999801635742
2020-06-10 23:44:35.350192,mnist,0,0,Sequential2020-06-10 23:44:35.350192,4,relu,GlorotUniform,7,2,128,10,10000,2,2.807354922057604,0.9904999732971191,0.9553999900817871,0.9690999984741211
2020-06-11 00:00:53.424313,mnist,0,0,Sequential2020-06-11 00:00:53.424313,4,relu,GlorotUniform,7,2,128,10,10000,3,1.584962500721156,0.9909999966621399,0.953000009059906,0.9758999943733215
2020-06-11 00:17:20.502684,mnist,0,0,Sequential2020-06-11 00:17:20.502684,4,relu,GlorotUniform,7,2,128,10,10000,3,2.0,0.9904000163078308,0.953499972820282,0.9377999901771545
2020-06-11 00:33:58.048198,mnist,0,0,Sequential2020-06-11 00:33:58.048198,4,relu,GlorotUniform,7,2,128,10,10000,3,2.321928094887362,0.9908000230789185,0.9681000113487244,0.9660000205039978
2020-06-11 00:50:27.881048,mnist,0,0,Sequential2020-06-11 00:50:27.881048,4,relu,GlorotUniform,7,2,128,10,10000,3,2.584962500721156,0.9908000230789185,0.9569000005722046,0.9532999992370605
2020-06-11 01:06:48.854059,mnist,0,0,Sequential2020-06-11 01:06:48.854059,4,relu,GlorotUniform,7,2,128,10,10000,3,2.807354922057604,0.9907000064849854,0.9703999757766724,0.9861000180244446
