,data_set,np_seed,tf_seed,serialized_model,kernels_per_layer,rectifier,kernel_init,conv_kernel_sizes,conv_strides,dropout_rates,pool_sizes,pool_strides,train_batch_size,epochs,q_train_size,ignore_layers,retrain_tries,retrain_init,bits,analog_test_acc,sd_test_acc,msq_test_acc
2020-06-13_05:00:46.014512,mnist,1,0,Sequential2020-06-13_05:00:46.014544,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8865000009536743,0.37860000133514404,0.19210000336170197
2020-06-13_05:01:38.956417,mnist,1,0,Sequential2020-06-13_05:01:38.956449,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9072999954223633,0.375,0.21649999916553497
2020-06-13_05:02:31.888217,mnist,1,0,Sequential2020-06-13_05:02:31.888249,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9071000218391418,0.38749998807907104,0.25099998712539673
2020-06-13_05:03:29.247709,mnist,1,0,Sequential2020-06-13_05:03:29.247740,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9052000045776367,0.412200003862381,0.26829999685287476
2020-06-13_05:04:11.226302,mnist,1,0,Sequential2020-06-13_05:04:11.226333,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.977400004863739,0.6384999752044678,0.4334000051021576
2020-06-13_05:04:53.148926,mnist,1,0,Sequential2020-06-13_05:04:53.148956,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.977400004863739,0.6134999990463257,0.4643000066280365
2020-06-13_05:05:34.800551,mnist,1,0,Sequential2020-06-13_05:05:34.800582,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.977400004863739,0.6136999726295471,0.47769999504089355
2020-06-13_05:06:53.941368,mnist,1,0,Sequential2020-06-13_05:06:53.941399,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9779999852180481,0.646399974822998,0.47600001096725464
2020-06-13_05:08:13.690779,mnist,1,0,Sequential2020-06-13_05:08:13.690810,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9797999858856201,0.6528000235557556,0.6062999963760376
2020-06-13_05:09:33.693865,mnist,1,0,Sequential2020-06-13_05:09:33.693897,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9786999821662903,0.6134999990463257,0.578000009059906
2020-06-13_05:10:15.886330,mnist,1,0,Sequential2020-06-13_05:10:15.886361,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9749000072479248,0.7222999930381775,0.24789999425411224
2020-06-13_05:11:00.768302,mnist,1,0,Sequential2020-06-13_05:11:00.768334,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9749000072479248,0.7867000102996826,0.34549999237060547
2020-06-13_05:11:47.906587,mnist,1,0,Sequential2020-06-13_05:11:47.906617,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9749000072479248,0.7767000198364258,0.34929999709129333
2020-06-13_05:13:09.311835,mnist,1,0,Sequential2020-06-13_05:13:09.311866,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9761999845504761,0.5849999785423279,0.21480000019073486
2020-06-13_05:14:29.855661,mnist,1,0,Sequential2020-06-13_05:14:29.855691,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9743000268936157,0.7103999853134155,0.1858000010251999
2020-06-13_05:15:51.428465,mnist,1,0,Sequential2020-06-13_05:15:51.428497,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9751999974250793,0.6080999970436096,0.19900000095367432
2020-06-13_05:16:31.507796,mnist,1,0,Sequential2020-06-13_05:16:31.507829,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9688000082969666,0.5860999822616577,0.28790000081062317
2020-06-13_05:17:12.013191,mnist,1,0,Sequential2020-06-13_05:17:12.013222,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9688000082969666,0.6542999744415283,0.29280000925064087
2020-06-13_05:17:52.750965,mnist,1,0,Sequential2020-06-13_05:17:52.750996,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9688000082969666,0.6736000180244446,0.2883000075817108
2020-06-13_05:19:14.766395,mnist,1,0,Sequential2020-06-13_05:19:14.766426,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9699000120162964,0.5357999801635742,0.45669999718666077
2020-06-13_05:20:33.363302,mnist,1,0,Sequential2020-06-13_05:20:33.363333,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9722999930381775,0.5612000226974487,0.3668000102043152
2020-06-13_05:21:54.074821,mnist,1,0,Sequential2020-06-13_05:21:54.074852,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9739000201225281,0.628000020980835,0.3398999869823456
2020-06-13_05:22:35.901013,mnist,1,0,Sequential2020-06-13_05:22:35.901045,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9728000164031982,0.5527999997138977,0.31189998984336853
2020-06-13_05:23:17.724733,mnist,1,0,Sequential2020-06-13_05:23:17.724767,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9728000164031982,0.5253000259399414,0.4275999963283539
2020-06-13_05:23:59.267205,mnist,1,0,Sequential2020-06-13_05:23:59.267236,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9728000164031982,0.5311999917030334,0.41850000619888306
2020-06-13_05:25:18.899568,mnist,1,0,Sequential2020-06-13_05:25:18.899599,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9779999852180481,0.5909000039100647,0.3239000141620636
2020-06-13_05:26:38.269565,mnist,1,0,Sequential2020-06-13_05:26:38.269597,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9761000275611877,0.5640000104904175,0.3147999942302704
2020-06-13_05:28:02.961161,mnist,1,0,Sequential2020-06-13_05:28:02.961193,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.975600004196167,0.6104000210762024,0.2953000068664551
2020-06-13_05:28:45.372925,mnist,1,0,Sequential2020-06-13_05:28:45.372956,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9692000150680542,0.7085000276565552,0.35600000619888306
2020-06-13_05:29:27.375454,mnist,1,0,Sequential2020-06-13_05:29:27.375487,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9692000150680542,0.7748000025749207,0.39259999990463257
2020-06-13_05:30:09.495898,mnist,1,0,Sequential2020-06-13_05:30:09.495929,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9692000150680542,0.7817999720573425,0.39329999685287476
2020-06-13_05:31:30.506391,mnist,1,0,Sequential2020-06-13_05:31:30.506423,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9729999899864197,0.49970000982284546,0.26840001344680786
2020-06-13_05:32:51.588193,mnist,1,0,Sequential2020-06-13_05:32:51.588224,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9735000133514404,0.7444000244140625,0.3149999976158142
2020-06-13_05:34:12.454593,mnist,1,0,Sequential2020-06-13_05:34:12.454626,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9747999906539917,0.722100019454956,0.3050999939441681
2020-06-13_05:34:52.969437,mnist,1,0,Sequential2020-06-13_05:34:52.969470,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9653000235557556,0.7689999938011169,0.26499998569488525
2020-06-13_05:35:37.865782,mnist,1,0,Sequential2020-06-13_05:35:37.865813,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9653000235557556,0.7851999998092651,0.2637999951839447
2020-06-13_05:36:18.752161,mnist,1,0,Sequential2020-06-13_05:36:18.752192,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9653000235557556,0.7851999998092651,0.26429998874664307
2020-06-13_05:37:36.986529,mnist,1,0,Sequential2020-06-13_05:37:36.986561,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9692999720573425,0.6974999904632568,0.36419999599456787
2020-06-13_05:38:54.674233,mnist,1,0,Sequential2020-06-13_05:38:54.674265,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9684000015258789,0.7513999938964844,0.30379998683929443
2020-06-13_05:40:12.066354,mnist,1,0,Sequential2020-06-13_05:40:12.066387,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9690999984741211,0.7631000280380249,0.30219998955726624
2020-06-13_05:40:53.492046,mnist,1,0,Sequential2020-06-13_05:40:53.492077,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.96670001745224,0.46320000290870667,0.49639999866485596
2020-06-13_05:41:35.201160,mnist,1,0,Sequential2020-06-13_05:41:35.201193,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.96670001745224,0.4943000078201294,0.507099986076355
2020-06-13_05:42:16.796274,mnist,1,0,Sequential2020-06-13_05:42:16.796305,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.96670001745224,0.5049999952316284,0.5063999891281128
2020-06-13_05:43:41.499979,mnist,1,0,Sequential2020-06-13_05:43:41.500011,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9678000211715698,0.5759000182151794,0.38749998807907104
2020-06-13_05:45:01.990547,mnist,1,0,Sequential2020-06-13_05:45:01.990579,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9659000039100647,0.5648000240325928,0.38760000467300415
2020-06-13_05:46:21.703498,mnist,1,0,Sequential2020-06-13_05:46:21.703529,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9653000235557556,0.5170000195503235,0.4050999879837036
2020-06-13_05:47:03.378843,mnist,1,0,Sequential2020-06-13_05:47:03.378874,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9537000060081482,0.6230000257492065,0.48910000920295715
2020-06-13_05:47:45.024551,mnist,1,0,Sequential2020-06-13_05:47:45.024583,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9537000060081482,0.5189999938011169,0.4255000054836273
2020-06-13_05:48:26.925504,mnist,1,0,Sequential2020-06-13_05:48:26.925535,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9537000060081482,0.534600019454956,0.4352000057697296
2020-06-13_05:49:47.316921,mnist,1,0,Sequential2020-06-13_05:49:47.316953,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9624000191688538,0.49570000171661377,0.4885999858379364
2020-06-13_05:51:12.005551,mnist,1,0,Sequential2020-06-13_05:51:12.005583,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9624999761581421,0.6172000169754028,0.39739999175071716
2020-06-13_05:52:33.398124,mnist,1,0,Sequential2020-06-13_05:52:33.398155,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9613000154495239,0.5824999809265137,0.47360000014305115
2020-06-13_05:53:14.047301,mnist,1,0,Sequential2020-06-13_05:53:14.047331,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9523000121116638,0.5407000184059143,0.400299996137619
2020-06-13_05:53:54.625565,mnist,1,0,Sequential2020-06-13_05:53:54.625596,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9523000121116638,0.6812000274658203,0.3546999990940094
2020-06-13_05:54:35.670695,mnist,1,0,Sequential2020-06-13_05:54:35.670728,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9523000121116638,0.697700023651123,0.3603000044822693
2020-06-13_05:55:52.892467,mnist,1,0,Sequential2020-06-13_05:55:52.892499,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9592000246047974,0.7330999970436096,0.4812999963760376
2020-06-13_05:57:09.914824,mnist,1,0,Sequential2020-06-13_05:57:09.914855,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9578999876976013,0.6891999840736389,0.30730000138282776
2020-06-13_05:58:26.802899,mnist,1,0,Sequential2020-06-13_05:58:26.802929,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9592000246047974,0.6434000134468079,0.2930000126361847
2020-06-13_05:59:13.050058,mnist,1,0,Sequential2020-06-13_05:59:13.050089,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9779999852180481,0.6065999865531921,0.4749999940395355
2020-06-13_05:59:55.402120,mnist,1,0,Sequential2020-06-13_05:59:55.402152,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9779999852180481,0.6028000116348267,0.3181000053882599
2020-06-13_06:00:37.114642,mnist,1,0,Sequential2020-06-13_06:00:37.114675,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9779999852180481,0.6079999804496765,0.31520000100135803
2020-06-13_06:01:56.759276,mnist,1,0,Sequential2020-06-13_06:01:56.759307,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9805999994277954,0.6866000294685364,0.38690000772476196
2020-06-13_06:03:16.280262,mnist,1,0,Sequential2020-06-13_06:03:16.280295,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9804999828338623,0.5496000051498413,0.3312999904155731
2020-06-13_06:04:36.165371,mnist,1,0,Sequential2020-06-13_06:04:36.165403,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9810000061988831,0.545799970626831,0.3352999985218048
2020-06-13_06:05:18.306371,mnist,1,0,Sequential2020-06-13_06:05:18.306402,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9722999930381775,0.5519000291824341,0.42419999837875366
2020-06-13_06:06:00.490998,mnist,1,0,Sequential2020-06-13_06:06:00.491030,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9722999930381775,0.5810999870300293,0.4334999918937683
2020-06-13_06:06:47.204295,mnist,1,0,Sequential2020-06-13_06:06:47.204325,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9722999930381775,0.6014999747276306,0.439300000667572
2020-06-13_06:08:09.779904,mnist,1,0,Sequential2020-06-13_06:08:09.779935,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9790999889373779,0.6585999727249146,0.4431000053882599
2020-06-13_06:09:30.887489,mnist,1,0,Sequential2020-06-13_06:09:30.887521,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9760000109672546,0.7297999858856201,0.4228000044822693
2020-06-13_06:10:51.071002,mnist,1,0,Sequential2020-06-13_06:10:51.071033,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9785000085830688,0.7102000117301941,0.35179999470710754
2020-06-13_06:11:31.853930,mnist,1,0,Sequential2020-06-13_06:11:31.853962,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9674999713897705,0.5677000284194946,0.30469998717308044
2020-06-13_06:12:14.413874,mnist,1,0,Sequential2020-06-13_06:12:14.413903,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9674999713897705,0.6140000224113464,0.33149999380111694
2020-06-13_06:12:54.868507,mnist,1,0,Sequential2020-06-13_06:12:54.868540,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9674999713897705,0.61080002784729,0.3366999924182892
2020-06-13_06:14:11.226714,mnist,1,0,Sequential2020-06-13_06:14:11.226745,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9740999937057495,0.8155999779701233,0.322299987077713
2020-06-13_06:15:33.681620,mnist,1,0,Sequential2020-06-13_06:15:33.681651,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9717000126838684,0.6700000166893005,0.49799999594688416
2020-06-13_06:16:51.775612,mnist,1,0,Sequential2020-06-13_06:16:51.775645,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9732000231742859,0.6380000114440918,0.5090000033378601
2020-06-13_06:17:33.354690,mnist,1,0,Sequential2020-06-13_06:17:33.354724,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9714000225067139,0.6129000186920166,0.35850000381469727
2020-06-13_06:18:15.018100,mnist,1,0,Sequential2020-06-13_06:18:15.018131,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9714000225067139,0.6870999932289124,0.5008999705314636
2020-06-13_06:18:56.566371,mnist,1,0,Sequential2020-06-13_06:18:56.566402,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9714000225067139,0.6934999823570251,0.5001000165939331
2020-06-13_06:20:16.048965,mnist,1,0,Sequential2020-06-13_06:20:16.048998,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9740999937057495,0.5357000231742859,0.15600000321865082
2020-06-13_06:21:36.209259,mnist,1,0,Sequential2020-06-13_06:21:36.209291,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9758999943733215,0.597599983215332,0.17389999330043793
2020-06-13_06:23:02.731029,mnist,1,0,Sequential2020-06-13_06:23:02.731058,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9728999733924866,0.6373000144958496,0.1754000037908554
2020-06-13_06:23:45.134727,mnist,1,0,Sequential2020-06-13_06:23:45.134757,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9635999798774719,0.7753999829292297,0.43209999799728394
2020-06-13_06:24:27.178805,mnist,1,0,Sequential2020-06-13_06:24:27.178838,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9635999798774719,0.7930999994277954,0.46399998664855957
2020-06-13_06:25:09.953693,mnist,1,0,Sequential2020-06-13_06:25:09.953726,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9635999798774719,0.7967000007629395,0.4726000130176544
2020-06-13_06:26:30.195110,mnist,1,0,Sequential2020-06-13_06:26:30.195140,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9713000059127808,0.5913000106811523,0.351500004529953
2020-06-13_06:27:50.828736,mnist,1,0,Sequential2020-06-13_06:27:50.828768,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9717000126838684,0.6815000176429749,0.321399986743927
2020-06-13_06:29:10.792578,mnist,1,0,Sequential2020-06-13_06:29:10.792609,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9718000292778015,0.5881999731063843,0.3046000003814697
2020-06-13_06:29:51.131227,mnist,1,0,Sequential2020-06-13_06:29:51.131258,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9634000062942505,0.6177999973297119,0.424699991941452
2020-06-13_06:30:36.213647,mnist,1,0,Sequential2020-06-13_06:30:36.213679,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9634000062942505,0.6808000206947327,0.4912000000476837
2020-06-13_06:31:16.911006,mnist,1,0,Sequential2020-06-13_06:31:16.911037,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9634000062942505,0.6542999744415283,0.49070000648498535
2020-06-13_06:32:34.029797,mnist,1,0,Sequential2020-06-13_06:32:34.029829,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9672999978065491,0.6711999773979187,0.24789999425411224
